createdAt,phone,creditLimit,address,nameLower,email,contactPerson,isActive,drugLicenseNo,outstandingBalance,name,gstNumber,_id
2026-07-13T12:10:55.436Z,8823028761.0,0,,patidar medical stores,,9926793353,true,,0,PATIDAR MEDICAL STORES,,5Jm7AzxzwrsOkFr4VVMS
2026-07-13T12:10:55.436Z,9826471433.0,0,NEXT TO CK PHARMA,public cosmetics,,,true,,0,PUBLIC COSMETICS,,8QQAriPkTrKOZg9gLK80
2026-07-13T12:10:55.436Z,8770137290.0,0,,maya medical agency,,,true,,0,MAYA MEDICAL AGENCY,,8fcKJAQ2cJFOnu78KGIc
2026-07-13T12:10:55.436Z,,0,DAWA BAZAR,kanak ayurveda,,,true,,0,KANAK AYURVEDA,,8hLcv18uc5gSc384UxU7
2026-07-13T12:10:55.436Z,8839640968.0,0,DAWA BAZAR INDORE,bafna medical,,,true,,0,BAFNA MEDICAL,,9LtSgEwL3vfGQPfh4VvF
2026-07-13T12:10:55.436Z,9407523904.0,0,,trishul enterprises,,,true,,0,TRISHUL ENTERPRISES,,ASbCh9CrFsBeF1uL7XgJ
2026-07-13T12:10:55.436Z,9981222400.0,0,,shanti medical  stores,,,true,,0,SHANTI MEDICAL  STORES,,BibDh0fcTzBP91EBK5pl
2026-07-13T12:10:55.436Z,9244191994.0,0,,twentyplus global llp,,,true,,0,TWENTYPLUS GLOBAL LLP,,Blhj6sf0Q8P7nnGsyqq9
2026-07-13T12:10:55.436Z,7415593000.0,0,"293, DAWA BAZAR",shree sai medico & surgical,,,true,"20B/91/12/2012,21B/92/12/",0,SHREE SAI MEDICO & SURGICAL,23AGGPJ7480F1ZG,BsDl6lt2g4h1YCdTlpFn
2026-07-13T12:10:55.436Z,07312704153,0,"65-A, LG DAWA BAZAR",hira medical stores,,,true,"20B,21B/25,26/DB/2012",0,HIRA MEDICAL STORES,23ARLPG7525Q1ZA,D7Z13m20TdOL1FJlP5n0
2026-07-13T12:10:55.436Z,9111625390.0,0,,tiwari enterprises,,,true,,0,TIWARI ENTERPRISES,,DbeuEDQkGKm4dYVv9AF3
2026-07-13T12:10:55.436Z,,0,,green traders,,,true,,0,GREEN TRADERS,,DwhE2wDiO9jxie21vldF
2026-07-13T12:10:55.436Z,7477041292.0,0,DAWA BAZAR,ayush medical agency,,,true,,0,AYUSH MEDICAL AGENCY,,EXYLWu5RPnV695wsg1QY
2026-07-13T12:10:55.436Z,9926341313.0,0,,easy pharma,,,true,,0,EASY PHARMA,,FD9dOCfmewm0L9ggZ1om
2026-07-13T12:10:55.436Z,9131077876.0,0,"245, 1ST FLOOR, DAWA BAZAR, 13-14 RNT MARG",friends surgical & medical,,,true,,0,FRIENDS SURGICAL & MEDICAL,,FdySaa0q9559Q1f8KFya
2026-07-13T12:10:55.436Z,8839960742.0,0,DAWA BAZAR,an pharma,,9977351143,true,,0,AN PHARMA,,HFDvJxu5aM3cV7S1UY5a
2026-07-13T12:10:55.436Z,7470474646.0,0,RANI PURA,ekta cosmetics,,,true,,0,EKTA COSMETICS,,IUCleq2L7zwjO0RSDPeG
2026-07-13T12:10:55.436Z,9752176375.0,0,DAWA BAZAR,life saver,,,true,,0,LIFE SAVER,,IrRsmlNT2JYLZ4Cg1H24
2026-07-13T12:10:55.436Z,7987394595.0,0,DAWA BAZAR,shree mahaveer agency,,,true,,0,SHREE MAHAVEER AGENCY,,JNtCadu9hdL90Dl8kiIN
2026-07-13T12:10:55.436Z,7880044479.0,0,"GROUND FLOOR, 14 RNT MARG, BEHIND DAWA BAZAR",medi basket,,,true,"20B/2969/112021, 21B/2970",0,MEDI BASKET,23AAPCM1130PIZB,KKSW5UviYP6fHUh78RdL
2026-07-13T12:10:55.436Z,9827275120.0,0,LG 200 DAWA BAZAR,indian traders,,,true,DB-96-734-735/69,0,INDIAN TRADERS,23AAAFI4550PIZA,Kg1zyIq9vR2vRi06Chh8
2026-07-13T12:10:55.436Z,9893659398.0,0,DAWA BAZAR,uni pharma,,,true,,0,UNI PHARMA,,LPRBqQ8QQnKvjbaFlsGq
2026-07-13T12:10:55.436Z,9425055239.0,0,DAWA BAZAR INDORE,mahadev pharma and surgical,,,true,,0,MAHADEV PHARMA AND SURGICAL,,LmSEfctNBZN56UCMAnV2
2026-07-13T12:10:55.436Z,9406723123.0,0,,arpan medical agency,,,true,,0,ARPAN MEDICAL AGENCY,,ME6yr8Tr2BZLwTkSj4L9
2026-07-13T12:10:55.436Z,6268065566.0,0,"14-SARASWATI NIKETAN, 4TH FLOOR",medihub enterprises pvt ltd,,,true,20B-21B/2140-2141/11/2020,0,MEDIHUB ENTERPRISES PVT LTD,23AANCM5776B1ZE,MEbBec1AJFjde4CvlD7X
2026-07-13T12:10:55.436Z,,0,,kusum homeopathy,,,true,,0,KUSUM HOMEOPATHY,,MQNCfnmvanCRXp9rdQml
2026-07-13T12:10:55.436Z,9111999464.0,0,,sunil agency,,,true,,0,SUNIL AGENCY,,MygCQRApW7euywRDr0BO
2026-07-13T12:10:55.436Z,8458888889.0,0,"L.G.147, DAWA BAZAR",abhishek medical agency,,,true,20B/1199-21B/1200/67/2022,0,ABHISHEK MEDICAL AGENCY,23ACAFA0749E1Z0,NHFS1PILtR2eeT0pTQMW
2026-07-13T12:10:55.436Z,9754257503.0,0,"UG-89, DAWA BAZAR",shree nath medical agency,,,true,"20B/731/67/202,21B/732/67",0,SHREE NATH MEDICAL AGENCY,23ACEPY0276A1ZX,NxK1Vf65DYmSMaStCVzt
2026-07-13T12:10:55.436Z,,0,DAWA BAZAR INDORE,kumar medical stores,,,true,,0,KUMAR MEDICAL STORES,,OjUJETW2032oTr9uccJG
2026-07-13T12:10:55.436Z,9893550708.0,0,,kratika enterprise,,,true,,0,KRATIKA ENTERPRISE,,P60krhlhotMc9Pl7NpVQ
2026-07-13T12:10:55.436Z,8770414233.0,0,,indore eye care,,,true,,0,INDORE EYE CARE,,P818GbUlP75k557bG6gg
2026-07-13T12:10:55.436Z,,0,DAWABAZAR INDORE,a to z,,,true,,69538,A TO Z,,PEt115qpn7MtIlVj3gPw
2026-07-13T12:10:55.436Z,9174812799.0,0,,sandesh pharma,,,true,,0,SANDESH PHARMA,,PuRpQc4fVw8kROfVMInK
2026-07-13T12:10:55.436Z,9981255455.0,0,,ashro enterprises,,,true,,1759,ASHRO ENTERPRISES,,Q6C5wsYJmStwKdPA5CNp
2026-07-13T12:10:55.436Z,9752657606.0,0,,divford health care,,,true,,0,DIVFORD HEALTH CARE,,QUSw5Rm6uGjsktCAdoMY
2026-07-13T12:10:55.436Z,8839640968.0,0,DAWA BAZAR,estimate cosmetic,,,true,,0,ESTIMATE COSMETIC,,R6weBK1h6FjRETwZR6LG
2026-07-13T12:10:55.436Z,9893898934.0,0,DAWA BAZAR,sarthak ayurvedik,,,true,,0,SARTHAK AYURVEDIK,,R7Dp4G1r6ZUmpGDOprl9
2026-07-13T12:10:55.436Z,8109764163.0,0,,v.h.herbal,,,true,,0,V.H.HERBAL,,RTQLZ0QrkEDRPA3HMGjz
2026-07-13T12:10:55.436Z,7999947847.0,0,,vision medicose,,,true,,0,VISION MEDICOSE,,RwzLOzNPS1eXqLxLQ6yr
2026-07-13T12:10:55.436Z,9826435225.0,0,,ramesh medical stores,,,true,"20B/21/DB/2014,21B/22/DB/",0,RAMESH MEDICAL STORES,23AGWPK8621M1ZR,SMwEcCzEvoDfRLvdNjAq
2026-07-13T12:10:55.436Z,9826066288.0,0,,iti international,,,true,,657,ITI INTERNATIONAL,,SgyVDroFYj8Z2rX3F8tR
2026-07-13T12:10:55.436Z,9827266664.0,0,DAWA BAZAR INDORE,bakliwal brother,,,true,,0,BAKLIWAL BROTHER,,T19MeCK3TvzHa2N8Dymu
2026-07-13T12:10:55.436Z,9926599989.0,0,DAWA BAZAR,attishaya pharma,,,true,,0,ATTISHAYA PHARMA,,TBGk955SP02PJul9P3Sd
2026-07-13T12:10:55.436Z,9425059352.0,0,"25/88, L.G. DAWA BAZAR",khandelwal pharmaceuticals,,,true,20B/21B/DB/138/94,0,KHANDELWAL PHARMACEUTICALS,,TkKlW3A0hvCFNHzoD3x2
2026-07-13T12:10:55.436Z,8871996359.0,0,"11 LG, DAWA BAZAR 452010.0",ssd pharma and surgicals,,,true,,0,SSD PHARMA AND SURGICALS,,Tt6rkb81t19jkoiSR57G
2026-07-13T12:10:55.436Z,,0,,sadhna cosmetics,,,true,,0,SADHNA COSMETICS,,TyQYRvyViKl1boJNSjx3
2026-07-13T12:10:55.436Z,,0,"LG 167, DAWA BAZAR",hindustan drug house,,,true,,0,HINDUSTAN DRUG HOUSE,,U5wMmrWcxEGhVqbDbWsm
2026-07-13T12:10:55.436Z,,0,,jinesh pharma,,,true,,0,JINESH PHARMA,,UFZ1Bu01iFVScLkzgRyd
2026-07-13T12:10:55.436Z,7879825886.0,0,DAWA BAZAAR,shubh pharma,,,true,20B/1388/67/2023,0,SHUBH PHARMA,23AFEFS5334N1ZQ,UdMjG92XIWlwI1RNFlVY
2026-07-13T12:10:55.436Z,8085945812.0,0,DAWA BAZAR,new ganisha pharma,,,true,,0,NEW GANISHA PHARMA,,V3qhnCUzM9oMQNTIlZEY
2026-07-18T05:00:11.848Z,8770459688,0,DAWA BAZAR,patanjali,,,true,,1585,PATANJALI,,ValGzYxu6Tnz12NtQ8ia
2026-07-13T12:10:55.436Z,4281453.0,0,"G3-98, DAWA BAZAR",standard agencies,,,true,"21B,21B-22B/249/82",0,STANDARD AGENCIES,,Vy5TWHjn8mwtTjZaKG2o
2026-07-13T12:10:55.436Z,,0,,murli pharma,,,true,,0,MURLI PHARMA,,WGPjWgsPrIXGfBim9PGS
2026-07-13T12:10:55.436Z,0731-4972954,0,,reventa enterprises llp,,,true,,0,REVENTA ENTERPRISES LLP,,WVT2ugtCjXxab4rKfmmo
2026-07-13T12:10:55.436Z,9826814385,0,DAWA BAZAR INDORE,agrawal pharma,,,true,,0,AGRAWAL PHARMA,,WkjjzRi9QhYmZY3I2hGS
2026-07-13T12:10:55.436Z,7313694399.0,0,DEWASH NAKA INDORE,vibration pharma,,7313694399,true,,0,VIBRATION PHARMA,23CTPP3327M1Z7,X6oxOeZCDpDrzY1vTkPo
2026-07-13T12:10:55.436Z,9685063499.0,0,DAWABAZR INDORE,maa padmavati medicose,,,true,,0,MAA PADMAVATI MEDICOSE,,XEpqe4x773W9cFdyRxjE
2026-07-13T12:10:55.436Z,9907770143.0,0,,krystal impex,,,true,,0,KRYSTAL IMPEX,,XTetOP2SzrNZjdOumSa9
2026-07-13T12:10:55.436Z,,0,,khandelwal enterprises,,,true,,0,KHANDELWAL ENTERPRISES,,YFFJLIwoLfudy8m73nSk
2026-07-13T12:10:55.436Z,9302101312.0,0,DAWA BAZAR INDORE,jeet enterprises,,,true,,0,JEET ENTERPRISES,,YRY0Riml9hSNTZxopiuV
2026-07-13T12:10:55.436Z,7224906120.0,0,"482,BAJRANG NAGAR NEAR GOVT.SCHOOL INDORE",shree ram surgical,,,true,,0,SHREE RAM SURGICAL,,YWVtgwYkty8wGB5FZoCS
2026-07-13T12:10:55.436Z,,0,,satguru medicos,,,true,,0,SATGURU MEDICOS,,Z6nFSqQ9NCRtJKMJyN0j
2026-07-13T12:10:55.436Z,,0,,shrinath homeo pharmacy,,0731-2560094 4967494,true,,0,SHRINATH HOMEO PHARMACY,,ZUaKyADR1zC48S7j6cLI
2026-07-13T12:10:55.436Z,,0,DAWA BAZAR 452010,condom house,,,true,,0,CONDOM HOUSE,,ZYJWyHJB7qprWHMN4OWa
2026-07-13T12:10:55.436Z,9425058725.0,0,DAWA BAZAR,ashok traders,,,true,,0,ASHOK TRADERS,,afCHLMZbvYJN5SCsqqdD
2026-07-13T12:10:55.436Z,4024178.0,0,71 LG DAWA BAZAR,shiv sakhi pharma,,,true,98/99,0,SHIV SAKHI PHARMA,,b4Rfww7N1rAsjZSgPIpX
2026-07-13T12:10:55.436Z,0731427444,0,DAWA BAZAR,asha medical stores,,,true,,0,ASHA MEDICAL STORES,,bWQexm1qF91SnXhAuWXU
2026-07-13T12:10:55.436Z,9806934236.0,0,,khushi agencies,,,true,,0,KHUSHI AGENCIES,,binD1xnEgxlCThCfIzSZ
2026-07-13T12:10:55.436Z,8770056129.0,0,"153, KAILASH PURI, BENGALI SQUARE",shree jainam enterprises,,,true,,0,SHREE JAINAM ENTERPRISES,23BERPJ5095L1ZW,bkd2IFO45eAiTso8pzgZ
2026-07-13T12:10:55.436Z,9826034079.0,0,"L.G. 96, DAWA BAZAR",p.gedar concerns,,,true,235/61/85,0,P.GEDAR CONCERNS,23AABFP5605MIZA,bme66rWVo0t1AIKTG2PM
2026-07-13T12:10:55.436Z,,0,,kamlesh cosmetics,,,true,,0,KAMLESH COSMETICS,,byCXFVLQ3Low5gL4tzzB
2026-07-13T12:10:55.436Z,8962426453.0,0,LASUDIYA MORI,swati trading company,,,true,,0,SWATI TRADING COMPANY,,chRepA7aZMvTrLiVLcpe
2026-07-13T12:10:55.436Z,9826308882.0,0,"114, L.G. DAWA BAZAR",raja surgicals & traders,,,true,304/380/93,0,RAJA SURGICALS & TRADERS,23AACPU7727LIZA,dCIzZyX2P04MlP2EIVnZ
2026-07-13T12:10:55.436Z,9343869002.0,0,"LG-156, DAWA BAZAR",eye house pharma,,,true,"20B/1125/67/2022,21B/1126",0,EYE HOUSE PHARMA,23BKDPN2415E1ZO,eBk6uHgrSpoVNIkGIWMw
2026-07-13T12:10:55.436Z,9755346614.0,0,DAWA BAZAR INDORE,rahul enterpries,,,true,,0,RAHUL ENTERPRIES,,ewGUXImyAEtek5rEVigD
2026-07-13T12:10:55.436Z,7314274747.0,0,73 LG DAWA BAZAR,jain medical agencies,,,true,29/92,0,JAIN MEDICAL AGENCIES,23ABAPJ2742F1Z9,gYT02MTuWHqgEfXstTVE
2026-07-13T12:10:55.436Z,9826042515.0,0,"162, LG DAWA BAZAR",ck pharma,,,true,20B/1454/67/2024/21B/1455,0,cK PHARMA,23,gm9gRdFjjlt5HIcCr2pS
2026-07-12T13:41:15.514Z,7880044481,0,Dawa bazar,medihub,,,true,,0,Medihub,,guJoaHZO7PADFDpzQbjg
2026-07-13T12:10:55.436Z,9425057880.0,0,BRANCH-3/1 SOUTH TUKOGANJ,suraj medical agencies,,,true,"20B/2699,21B/2700-11/2021",0,SURAJ MEDICAL AGENCIES,23ABWPD7182M2Z1,hR6YUbV1ASENSgEOxiwX
2026-07-13T12:10:55.436Z,9244855625.0,0,"37, L.G. DAWA BAZAR",aanandsaboo@gmail.com,,,true,DB-333/97,0,AANANDSABOO@GMAIL.COM,23AAAFO9454C1ZI,haPqummNiFXBIrsXv6FF
2026-07-13T12:10:55.436Z,8839713494.0,0,L.G 72 DAWA BAZAR INDORE,sri balaji ayurveda,,,true,,0,SRI BALAJI AYURVEDA,,hrsn56nr8VsfV9hUYgWn
2026-07-13T12:10:55.436Z,8965842058.0,0,DAWA BAZAR,kapoor tredeling condom,,,true,,0,KAPOOR TREDELING CONDOM,,j4a2VYvhSweuq4CZcplr
2026-07-13T12:10:55.436Z,9302714136.0,0,,vn supply chain llp,,,true,,0,VN SUPPLY CHAIN LLP,,jKQKmWowVs9NhJ160aKE
2026-07-13T12:10:55.436Z,8770642138.0,0,,sv medicose,,,true,,0,SV MEDICOSE,,jY5SzroWarcdrNMBbLux
2026-07-13T12:10:55.436Z,9203120103.0,0,27/86 L.G. DAWA BAZAR,eye derma,,,true,,0,EYE DERMA,,m86LA5lxckkYTrZwoxFF
2026-07-13T12:10:55.436Z,9179922001.0,0,,hasti pharma,,,true,"20B/3601/11/2022,21B/3602",0,HASTI PHARMA,,nUmXLB9x372WMnLpNOn6
2026-07-13T12:10:55.436Z,8085350454.0,0,LG 136/A DAWA BAZAR,pharma mart,,,true,"20B/3721/11/2023,21B/3722",0,PHARMA MART,23BEQPR6667R1Z9,njZE2Ez9jcnOscyhIMMI
2026-07-13T12:10:55.436Z,9755528570.0,0,DAWA BAZAR INDORE,falodi pharma,,,true,,0,FALODI PHARMA,,o3BLn9mCA1CVV9ALvAj4
2026-07-13T12:10:55.436Z,9826266198.0,0,,gupta corporation,,,true,,0,GUPTA CORPORATION,,oKu1BaWsUPsoejQdbFq7
2026-07-13T12:10:55.436Z,9300003535.0,0,,maanas distributors,,,true,,0,MAANAS DISTRIBUTORS,,on0N3VxnxmV251f2kG1a
2026-07-13T12:10:55.436Z,,0,DAWA BAZAR INDORE,shah enterprises,,,true,,0,SHAH ENTERPRISES,,q2DcMi3vglgLY89d4znw
2026-07-13T12:10:55.436Z,8839640968.0,0,,dhanvantari pharma,,,true,,0,DHANVANTARI PHARMA,,q79bK9yCr5h2RUcCQHDJ
2026-07-13T12:10:55.436Z,0731-2704754,0,"LG-38, DAWA BAZAR, 13-14 RNT MARG",pandit marketing and sales,,,true,20B/3/6/2015.21B/4/67/201,0,PANDIT MARKETING AND SALES,23AASFP9985B1ZP,qdclX2olkyQy9iZqr9g8
2026-07-13T12:10:55.436Z,,0,65-B GROUND FLOOR DAWA BAZAR INDORE,supreme medicose,,,true,,0,SUPREME MEDICOSE,,rKmVnVXcNcXSZxnwxwsa
2026-07-13T12:10:55.436Z,,0,"NEXT TO CONDOM HOUSE, DAWA BAZAR",unkn0wn,,,true,,0,UNKN0WN,,s429ImvhzBdwKchdVYCX
2026-07-13T12:10:55.436Z,7389948880.0,0,,pride distributors,,,true,,0,PRIDE DISTRIBUTORS,,tHF4EApmSVC6ihyQTEl6
2026-07-13T12:10:55.436Z,8889090370.0,0,DAWA BAZAR INDORE,royal marketing,,,true,,0,ROYAL MARKETING,,tNAdYzuAzZqWdibJ1QOq
2026-07-13T12:10:55.436Z,,0,,flipkart,,,true,,0,FLIPKART,,tOwKoF8mtL8XtZF5mDE3
2026-07-13T12:10:55.436Z,7049994913.0,0,DAWA BAZAR INDORE,rakesh medical agencies,,,true,20/21B'DB/95/33/90,0,RAKESH MEDICAL AGENCIES,,tWgdLctSFwkxl3vzJkVG
2026-07-13T12:10:55.436Z,9827043210.0,0,,true health solutions,,,true,,0,TRUE HEALTH SOLUTIONS,,uDsu4WaWijnp4hGD0S3u
2026-07-13T12:10:55.436Z,9303441010.0,0,"109, 4TH FLOOR, DAWA BAZAR",shree anjanin agencies,,,true,"20B/59/2011,21B/60/2011",0,SHREE ANJANIN AGENCIES,23BQCPS1152G1Z6,uFsb55UPCb0TVJOCTyw7
2026-07-13T12:10:55.436Z,9826196749.0,0,DAWA BAZAR,mangal murti medicose,,,true,,0,MANGAL MURTI MEDICOSE,,uL5zq5hK8ds2t7DQFKjH
2026-07-13T12:10:55.436Z,4042679.0,0,102.10 L.G. DAWA BAZAR,kothari_brothers@yahoo.com,,,true,"20B/25/DB/2007,21B/26/DB/",0,kothari_brothers@yahoo.com,23AAIFK6121G1ZO,uUUHHi697OpejbsoSXXn
2026-07-13T12:10:55.436Z,,0,DAWABAZAR INDORE,angel cosmetic,,,true,,0,ANGEL COSMETIC,,vKJgGcavnpwL0LfzYJow
2026-07-23T05:12:32.688Z,9826077254,0,"165- LIMBODI, KHANDWA ROAD",prakarti associates,,,true,,2081,PRAKARTI ASSOCIATES,23AGKPN6232B1ZS,vUeP0Nu374044xHjJ8OP
2026-07-13T12:10:55.436Z,4237323.0,0,LG 126 DAWA BAZAR,choice pharma,,,true,DB/242/95,0,CHOICE PHARMA,,wHHYca4EexhlSex3dw0K
2026-07-13T12:10:55.436Z,9754104789.0,0,DAWA BAZAR INDORE,prathvi pharma,,,true,,0,PRATHVI PHARMA,,yUkhQdGTRpwTxyeruwg7
2026-07-13T12:10:55.436Z,8602607291.0,0,DAWA BAZAR,laxmi drug house,,,true,,0,LAXMI DRUG HOUSE,,z1WAETCObuJ2NSxkF6tu
2026-07-13T12:10:55.436Z,9039425205.0,0,"116, L.G. DAWA BAZAR 13-14 R.N.T MARG",novelty drugs,,,true,762/87/02,0,NOVELTY DRUGS,23AFYPP2400E1ZM,z8YaYeoulblNZIUMXheY
2026-07-13T12:10:55.436Z,,0,DAWABAZAR,samada cosmetic,,,true,,0,SAMADA COSMETIC,,zaoMkKL4pTo9nSxrVK7g
2026-07-13T12:10:55.436Z,,0,,lg electronics,,,true,,0,LG ELECTRONICS,,zmlAvANyThFbpahq2fEa
